Record ID,Date,Time,First Response Time (seconds),Call Handle Time (minutes),First Call Resolution (FCR) (Yes/No),Quality of Recent Support (Rating),Average Wait Time (seconds),Customer Satisfaction & Recommendations (Rating),Agent ID/Name,Customer Retention (Yes/No),Fully Burdened Cost per call,Revenue per Call ($),Customer ID,Customer Inquiry Topic,Product Discussed,Customer Revenue ($),Second_Time_Resolution,Repeat
2402,11/1/2023,11:27:04,58,10.2,Yes,5,148,2,Agent 37,No,199.78,497.98,Cust7225,Account Management,Headphones,9972.6,11/08/2023 15:58:55,No
2403,11/23/2023,00:15:56,24,17.91,No,1,40,5,Agent 42,Yes,116.04,334.85,Cust1740,Product Feedback,Printer,9817.58,,No
2404,10/17/2023,12:51:34,93,45.82,Yes,5,299,2,Agent 43,Yes,153.25,351.36,Cust2502,Product Feedback,Speaker,7274.96,10/18/2023 00:10:17,Yes
2405,11/1/2023,12:57:09,46,59.77,No,5,272,3,Agent 46,Yes,77.64,10.98,Cust69,Product Setup,Speaker,3417.5,11/01/2023 16:13:36,Yes
2406,10/21/2023,08:19:17,60,26.28,Yes,2,178,1,Agent 5,No,126.84,365.6,Cust1139,Shipping Status,Tablet,2148.85,,No
2407,11/25/2023,01:13:32,101,35.96,Yes,5,22,5,Agent 4,Yes,10.24,429.25,Cust2334,Billing Inquiry,Smartphone,5534.84,,No
2408,10/24/2023,13:16:54,24,29.34,Yes,5,115,3,Agent 3,No,177.02,239.57,Cust98,Account Management,Charger,3831.01,,No
2409,11/23/2023,00:11:04,42,37.35,Yes,2,196,2,Agent 32,Yes,119.45,127.9,Cust2420,Promotions & Offers,Tablet,6642.49,11/23/2023 03:49:56,Yes
2410,11/16/2023,17:06:42,114,47.79,Yes,2,156,3,Agent 21,No,82.63,307.32,Cust8134,Data Security,Charger,6399.3,,No
2411,11/21/2023,06:31:13,28,34.18,No,1,177,4,Agent 1,Yes,85.75,497.98,Cust1983,Data Security,Smartphone,6228.66,,No
2412,11/5/2023,23:53:51,22,33.03,No,3,208,3,Agent 3,No,86.9,127.11,Cust9639,Shipping Status,Laptop,8336.62,11/06/2023 01:04:32,Yes
2413,11/6/2023,03:28:42,120,29.05,No,5,176,1,Agent 50,Yes,137.77,194.65,Cust2220,Product Feedback,Speaker,3429.02,11/16/2023 18:21:59,No
2414,10/22/2023,14:27:12,120,5.94,No,5,114,3,Agent 42,No,152.1,378.21,Cust3808,Warranty Claim,Headphones,9313.52,,No
2415,10/21/2023,16:39:41,75,58.68,Yes,1,229,3,Agent 44,No,199.78,105.67,Cust6268,Account Management,Smartphone,5920.77,,No
2416,11/12/2023,02:13:55,71,50.95,No,3,241,1,Agent 2,Yes,106.44,189.54,Cust5250,Return & Refund,Smartphone,3247.06,11/12/2023 08:20:46,Yes
2417,10/27/2023,16:06:50,104,9.92,Yes,5,64,4,Agent 47,No,61.71,393.96,Cust1727,Account Management,Smartphone,2306.69,,No
2418,11/4/2023,15:55:32,86,35.82,Yes,1,244,1,Agent 41,No,98.47,335.65,Cust1928,Technical Support,Smartphone,3781.44,,No
2419,10/21/2023,14:35:27,84,17.57,No,1,164,2,Agent 12,Yes,97.41,231.86,Cust2445,Technical Support,Headphones,8381.13,10/26/2023 18:02:36,No
2420,11/9/2023,05:47:14,17,38.27,No,4,232,1,Agent 14,Yes,174.61,48.37,Cust7645,Product Setup,Printer,9482.4,,No
2421,10/19/2023,19:36:58,48,51.32,No,4,26,1,Agent 15,No,139.61,265.24,Cust6732,Promotions & Offers,Tablet,6176.48,10/20/2023 18:43:38,Yes
2422,10/23/2023,15:58:29,86,35.05,No,5,71,1,Agent 25,No,193.54,99.99,Cust206,Account Management,Tablet,620.1,,No
2423,10/22/2023,13:52:29,54,56.21,Yes,1,137,5,Agent 30,No,15.86,122.23,Cust2590,Data Security,Router,8109.63,,No
2424,10/22/2023,04:56:22,14,24.94,Yes,1,88,5,Agent 31,No,84.07,299.11,Cust1327,Shipping Status,Charger,1569.96,10/29/2023 11:25:38,No
2425,11/10/2023,16:05:10,5,2.33,No,5,212,3,Agent 34,Yes,12.39,326.52,Cust7356,Product Setup,Charger,2063.64,,No
2426,10/18/2023,04:05:27,7,2.48,No,5,223,3,Agent 34,Yes,16.62,312.89,Cust9241,Product Setup,Charger,2369.94,10/20/2023 03:59:27,Yes
2427,11/12/2023,14:09:28,46,36.63,No,4,183,2,Agent 10,Yes,21.95,377.34,Cust446,Promotions & Offers,Laptop,6318.21,,No
2428,11/12/2023,14:38:40,64,56.48,No,3,239,1,Agent 2,Yes,108.51,168.03,Cust3001,Return & Refund,Smartphone,2880.42,11/15/2023 00:40:02,No
2429,10/24/2023,16:09:19,114,55.77,Yes,2,82,5,Agent 4,No,155.81,329.83,Cust9299,Product Setup,Charger,9518.54,,No
2430,11/4/2023,14:18:23,86,41.49,Yes,5,293,2,Agent 43,Yes,140.86,341.6,Cust5317,Product Feedback,Speaker,7731.71,,No
2431,10/23/2023,17:45:14,19,18.79,No,1,24,4,Agent 47,Yes,114.54,307.27,Cust4584,Warranty Claim,Printer,3641.0,,No
2432,10/28/2023,14:43:57,113,49.33,Yes,2,67,5,Agent 4,No,142.22,352.53,Cust4381,Product Setup,Charger,9972.6,,No
2433,11/16/2023,18:29:12,76,6.33,No,3,64,3,Agent 20,Yes,158.94,157.36,Cust1822,Product Feedback,Charger,5716.47,,No
2434,11/5/2023,22:21:03,88,4.75,No,5,232,5,Agent 39,Yes,199.78,217.36,Cust1746,Warranty Claim,Speaker,9972.6,,No
2435,11/24/2023,05:20:50,40,28.23,No,3,287,2,Agent 30,No,182.98,250.31,Cust3794,Return & Refund,Tablet,780.3,,No
2436,11/23/2023,03:57:42,19,54.19,No,4,276,5,Agent 27,No,133.1,83.16,Cust6949,Return & Refund,Tablet,1177.62,11/24/2023 09:08:39,Yes
2437,10/25/2023,08:43:58,89,52.88,Yes,1,169,2,Agent 37,Yes,182.27,467.31,Cust7109,Data Security,Router,3576.06,,No
2438,11/18/2023,04:04:04,22,34.81,No,3,138,5,Agent 21,No,24.11,238.77,Cust8889,Product Setup,Camera,4656.82,11/18/2023 04:45:10,Yes
2439,10/30/2023,08:52:42,113,51.43,No,2,268,5,Agent 10,Yes,100.66,381.7,Cust5704,Product Feedback,Printer,6272.48,,No
2440,11/1/2023,00:27:04,26,30.3,Yes,5,129,3,Agent 3,No,179.94,220.73,Cust5577,Account Management,Charger,4288.74,,No
2441,11/9/2023,11:40:51,54,1.2,Yes,3,97,2,Agent 36,No,16.62,416.78,Cust2992,Warranty Claim,Camera,9100.72,,No
2442,11/5/2023,20:12:28,96,53.26,Yes,4,104,5,Agent 31,Yes,81.23,275.46,Cust2610,Billing Inquiry,Camera,9571.83,,No
2443,11/23/2023,01:17:08,83,43.06,No,2,114,1,Agent 35,No,179.52,340.92,Cust6769,Product Feedback,Speaker,9871.79,,No
2444,11/21/2023,20:45:31,70,46.95,Yes,1,287,2,Agent 30,No,43.32,462.07,Cust8356,Shipping Status,Camera,6948.61,,No
2445,11/3/2023,14:07:40,45,50.28,No,4,11,1,Agent 15,No,133.87,282.47,Cust7988,Promotions & Offers,Tablet,6006.34,11/04/2023 20:44:20,Yes
2446,11/18/2023,17:11:24,30,31.53,Yes,4,120,1,Agent 28,Yes,165.88,46.73,Cust2900,Billing Inquiry,Laptop,3905.18,,No
2447,11/22/2023,04:39:51,59,20.52,No,4,22,5,Agent 34,No,63.65,479.85,Cust4913,Account Management,Smartphone,559.18,11/23/2023 01:45:00,Yes
2448,11/14/2023,14:33:33,30,43.58,Yes,5,130,3,Agent 18,Yes,191.16,456.1,Cust8031,Product Setup,Router,564.0,,No
2449,11/13/2023,13:44:54,10,37.83,Yes,2,33,4,Agent 18,Yes,94.41,235.49,Cust2434,Promotions & Offers,Router,585.36,,No
2450,11/8/2023,05:38:04,94,4.55,No,3,285,1,Agent 11,No,72.87,233.28,Cust8434,Account Management,Router,8465.67,11/14/2023 13:13:26,No
2451,11/13/2023,08:19:31,70,54.29,No,1,202,3,Agent 15,No,45.27,102.73,Cust2569,Product Feedback,Laptop,1203.54,,No
2452,10/22/2023,15:07:28,106,59.52,Yes,3,91,5,Agent 37,No,24.78,373.17,Cust8370,Promotions & Offers,Camera,7155.89,,No
2453,10/24/2023,22:31:47,49,19.75,Yes,3,28,1,Agent 36,No,23.37,324.73,Cust8349,Billing Inquiry,Speaker,9538.3,,No
2454,10/31/2023,09:23:22,62,55.26,No,3,238,1,Agent 2,Yes,102.91,154.66,Cust7095,Return & Refund,Smartphone,2860.44,10/31/2023 14:43:37,Yes
2455,11/23/2023,08:56:20,33,36.94,Yes,1,116,3,Agent 14,Yes,101.01,359.39,Cust2312,Return & Refund,Laptop,7421.01,,No
2456,10/28/2023,15:15:16,20,35.37,Yes,5,240,1,Agent 17,No,52.18,340.22,Cust9436,Billing Inquiry,Smartphone,8291.01,,No
2457,10/21/2023,20:22:28,46,20.81,No,5,19,2,Agent 25,Yes,28.18,207.13,Cust7740,Warranty Claim,Router,5486.26,,No
2458,11/4/2023,04:35:31,49,14.55,No,5,245,2,Agent 27,No,183.08,102.16,Cust8802,Data Security,Camera,7864.44,11/05/2023 01:52:52,Yes
2459,10/30/2023,06:08:37,70,43.9,No,4,118,5,Agent 47,No,24.51,321.64,Cust6115,Account Management,Tablet,3930.16,,No
2460,11/25/2023,06:03:12,80,12.68,No,3,66,3,Agent 20,Yes,168.09,167.75,Cust9185,Product Feedback,Charger,5314.16,,No
2461,11/1/2023,03:58:01,44,29.15,No,3,286,2,Agent 30,No,172.54,257.65,Cust1565,Return & Refund,Tablet,868.84,11/01/2023 09:18:11,Yes
2462,11/8/2023,04:35:34,120,39.02,No,3,195,2,Agent 23,Yes,133.29,260.91,Cust4220,Product Feedback,Smartphone,8978.92,11/17/2023 06:22:42,No
2463,11/24/2023,06:06:09,60,2.46,Yes,4,244,1,Agent 40,Yes,182.38,20.88,Cust520,Technical Support,Smartwatch,7722.54,11/24/2023 07:02:20,Yes
2464,11/21/2023,06:46:21,63,57.77,Yes,1,208,4,Agent 12,Yes,72.45,366.28,Cust2386,Data Security,Headphones,9972.6,,No
2465,11/21/2023,17:55:44,49,31.44,Yes,4,282,4,Agent 32,Yes,105.64,241.91,Cust179,Return & Refund,Camera,412.74,,No
2466,11/17/2023,08:02:52,25,1.2,Yes,3,201,2,Agent 17,Yes,93.13,144.72,Cust9812,Product Setup,Speaker,1107.71,11/24/2023 19:22:03,No
2467,10/31/2023,04:14:29,120,37.6,Yes,4,184,4,Agent 39,No,75.71,31.65,Cust1638,Promotions & Offers,Charger,7260.58,,No
2468,11/16/2023,14:32:46,106,7.8,Yes,5,54,4,Agent 47,No,64.42,391.86,Cust1373,Account Management,Smartphone,2586.9,,No
2469,11/9/2023,14:32:22,43,9.79,Yes,3,122,5,Agent 13,No,36.8,452.15,Cust818,Product Setup,Speaker,7474.09,,No
2470,10/31/2023,04:51:06,77,41.49,No,2,157,4,Agent 2,Yes,138.69,351.09,Cust5732,Return & Refund,Smartphone,8571.05,,No
2471,11/6/2023,21:55:03,66,45.61,Yes,1,287,2,Agent 30,No,43.23,461.14,Cust9340,Shipping Status,Camera,6697.09,,No
2472,11/20/2023,05:23:08,90,5.5,No,5,231,5,Agent 39,Yes,199.78,221.73,Cust6801,Warranty Claim,Speaker,9905.32,,No
2473,10/19/2023,07:56:12,111,51.31,Yes,2,69,5,Agent 4,No,151.13,372.36,Cust8158,Product Setup,Charger,9504.04,,No
2474,11/21/2023,14:07:05,60,24.49,No,1,290,1,Agent 37,Yes,28.85,389.99,Cust3509,Data Security,Tablet,8106.6,11/22/2023 06:22:22,Yes
2475,11/14/2023,01:25:54,31,38.71,Yes,1,84,1,Agent 7,Yes,80.48,414.24,Cust1529,Promotions & Offers,Tablet,1927.43,11/18/2023 15:50:16,No
2476,10/29/2023,18:15:58,30,11.07,No,3,175,3,Agent 43,No,174.03,264.3,Cust2749,Product Setup,Speaker,7751.25,,No
2477,11/1/2023,18:40:05,91,1.98,No,3,211,4,Agent 46,No,62.18,343.66,Cust7117,Billing Inquiry,Headphones,2185.14,11/06/2023 09:56:30,No
2478,11/2/2023,23:04:07,104,37.43,Yes,4,177,4,Agent 39,No,64.4,14.78,Cust1458,Promotions & Offers,Charger,7432.26,,No
2479,11/3/2023,00:01:32,68,44.14,No,2,91,3,Agent 2,Yes,142.57,481.76,Cust4906,Shipping Status,Camera,5827.47,,No
2480,10/17/2023,12:49:36,7,3.62,No,5,219,3,Agent 34,Yes,15.69,333.66,Cust400,Product Setup,Charger,2527.63,,No
2481,10/23/2023,22:29:53,52,2.3,Yes,3,112,2,Agent 36,No,31.65,423.6,Cust1092,Warranty Claim,Camera,9205.64,,No
2482,11/3/2023,02:37:52,115,12.39,Yes,2,117,2,Agent 29,No,176.65,310.12,Cust9613,Return & Refund,Laptop,3958.52,11/03/2023 08:40:43,Yes
2483,10/20/2023,08:03:24,116,14.75,Yes,2,122,2,Agent 29,No,179.67,297.44,Cust3944,Return & Refund,Laptop,4037.06,,No
2484,10/22/2023,07:34:57,27,4.84,Yes,3,204,2,Agent 17,Yes,92.36,130.46,Cust4311,Product Setup,Speaker,1458.01,,No
2485,11/22/2023,18:43:59,120,24.39,Yes,1,81,5,Agent 48,Yes,135.81,10.98,Cust2933,Product Feedback,Speaker,7890.97,11/25/2023 10:55:25,No
2486,11/8/2023,07:25:09,69,40.4,No,4,124,5,Agent 47,No,33.57,310.06,Cust2854,Account Management,Tablet,4212.2,,No
2487,11/21/2023,19:22:57,45,23.28,No,3,271,2,Agent 30,No,171.82,253.82,Cust6787,Return & Refund,Tablet,695.68,11/21/2023 22:12:02,Yes
2488,11/11/2023,15:29:42,43,17.59,Yes,4,167,1,Agent 18,Yes,132.29,174.01,Cust1820,Product Setup,Smartphone,8400.51,11/13/2023 09:25:14,Yes
2489,10/30/2023,22:10:09,101,16.54,Yes,3,237,1,Agent 2,No,111.32,79.84,Cust5050,Promotions & Offers,Speaker,6963.58,10/30/2023 23:51:46,Yes
2490,11/18/2023,02:23:25,24,42.19,No,3,221,3,Agent 3,No,83.7,147.53,Cust2282,Shipping Status,Laptop,8360.96,,No
2491,11/8/2023,18:50:28,5,7.1,No,4,117,4,Agent 49,No,143.47,425.05,Cust416,Promotions & Offers,Charger,7870.05,,No
2492,11/6/2023,17:20:41,120,24.58,No,1,244,4,Agent 49,No,163.58,121.69,Cust5174,Product Setup,Router,1816.75,11/13/2023 12:31:40,No
2493,10/20/2023,09:06:11,73,54.39,No,4,265,5,Agent 43,Yes,56.55,313.19,Cust1769,Warranty Claim,Smartwatch,9933.83,10/20/2023 14:00:53,Yes
2494,10/24/2023,21:52:47,99,40.49,No,3,293,1,Agent 9,Yes,180.85,190.3,Cust2407,Product Feedback,Speaker,9296.23,10/25/2023 20:42:12,Yes
2495,10/18/2023,07:55:20,61,14.15,No,4,11,5,Agent 34,No,57.32,473.67,Cust8177,Account Management,Smartphone,746.04,10/18/2023 14:20:11,Yes
2496,10/20/2023,02:57:45,29,52.82,Yes,2,73,1,Agent 33,No,121.58,63.44,Cust2675,Product Setup,Speaker,5152.94,10/20/2023 05:01:51,Yes
2497,11/21/2023,06:48:06,38,17.53,No,5,33,2,Agent 25,Yes,40.38,203.43,Cust6332,Warranty Claim,Router,5378.32,,No
2498,11/17/2023,07:05:47,65,55.06,No,2,28,5,Agent 40,Yes,103.36,489.32,Cust9711,Product Setup,Smartwatch,3948.02,11/17/2023 08:23:24,Yes
2499,10/25/2023,13:31:27,119,57.9,Yes,3,200,3,Agent 44,Yes,53.43,138.02,Cust3966,Data Security,Smartphone,6431.15,10/27/2023 02:43:08,Yes
2500,10/26/2023,09:01:52,120,52.33,No,2,162,3,Agent 6,No,22.05,37.8,Cust5831,Warranty Claim,Router,5483.33,10/26/2023 13:58:06,Yes
2501,11/5/2023,06:45:30,29,14.36,Yes,2,141,5,Agent 3,No,47.86,405.45,Cust1033,Promotions & Offers,Smartwatch,1087.01,,No
2502,10/29/2023,21:35:54,37,53.13,Yes,3,120,5,Agent 46,No,169.03,66.4,Cust1008,Warranty Claim,Camera,4388.28,11/08/2023 15:27:27,No
2503,11/7/2023,20:38:29,104,10.66,Yes,2,128,2,Agent 29,No,173.35,299.81,Cust7361,Return & Refund,Laptop,4218.55,11/08/2023 18:28:39,Yes
2504,10/25/2023,08:49:14,21,41.31,No,4,226,1,Agent 14,Yes,187.52,29.22,Cust7419,Product Setup,Printer,9061.73,10/27/2023 04:14:05,Yes
2505,11/1/2023,23:24:13,74,9.6,Yes,4,110,2,Agent 44,Yes,50.07,33.58,Cust2627,Warranty Claim,Camera,7959.93,,No
2506,11/22/2023,06:44:39,106,27.61,Yes,3,54,1,Agent 45,No,180.03,255.1,Cust775,Product Feedback,Camera,4675.56,11/22/2023 18:26:43,Yes
2507,11/4/2023,01:10:41,30,47.4,No,1,30,5,Agent 24,Yes,153.87,497.98,Cust3155,Technical Support,Printer,4125.27,,No
2508,11/20/2023,15:41:50,34,37.49,No,1,158,4,Agent 1,Yes,83.04,481.63,Cust3135,Data Security,Smartphone,6189.63,,No
2509,11/6/2023,22:15:48,30,35.5,Yes,1,298,1,Agent 36,No,89.11,419.73,Cust3419,Return & Refund,Smartphone,2730.53,11/07/2023 08:08:34,Yes
2510,11/2/2023,18:03:08,47,59.77,No,5,272,3,Agent 46,Yes,71.73,10.98,Cust3338,Product Setup,Speaker,2454.18,11/05/2023 08:02:08,No
2511,11/6/2023,02:07:49,35,33.08,No,1,29,1,Agent 26,Yes,153.01,45.96,Cust8899,Product Feedback,Smartphone,4104.52,,No
2512,11/15/2023,07:03:26,7,57.7,No,4,272,1,Agent 11,Yes,72.85,100.15,Cust6821,Data Security,Camera,7123.77,11/15/2023 08:34:10,Yes
2513,11/25/2023,13:42:35,19,33.25,No,5,144,4,Agent 38,Yes,168.03,363.57,Cust1510,Account Management,Smartphone,8017.12,,No
2514,10/17/2023,21:24:28,104,45.88,Yes,2,180,3,Agent 21,No,61.59,307.23,Cust743,Data Security,Charger,6806.25,,No
2515,11/6/2023,08:21:33,26,32.69,No,3,144,5,Agent 21,No,26.56,244.88,Cust9284,Product Setup,Camera,5076.36,11/11/2023 14:05:21,No
2516,11/12/2023,12:57:46,88,56.67,Yes,1,17,4,Agent 21,Yes,110.36,443.11,Cust5692,Promotions & Offers,Smartphone,6949.48,11/12/2023 21:32:53,Yes
2517,11/1/2023,20:48:07,90,1.2,No,3,244,4,Agent 46,No,64.36,318.71,Cust1990,Billing Inquiry,Headphones,2462.83,11/02/2023 00:50:44,Yes
2518,11/8/2023,12:43:55,92,44.96,No,3,288,1,Agent 9,Yes,162.11,196.59,Cust5195,Product Feedback,Speaker,9376.31,11/11/2023 13:14:57,No
2519,10/18/2023,20:23:43,84,6.54,No,3,51,3,Agent 20,Yes,155.42,171.76,Cust2000,Product Feedback,Charger,5547.24,,No
2520,10/27/2023,21:43:56,73,2.65,No,3,24,4,Agent 49,No,188.45,100.44,Cust3302,Promotions & Offers,Headphones,2976.55,11/05/2023 12:33:17,No
2521,10/31/2023,18:28:18,40,47.91,No,1,209,1,Agent 36,Yes,164.36,38.84,Cust3615,Product Feedback,Printer,6586.45,,No
2522,11/1/2023,22:18:28,82,38.84,No,3,192,2,Agent 48,Yes,10.24,242.18,Cust4737,Product Setup,Speaker,8140.77,11/06/2023 00:48:29,No
2523,11/12/2023,22:06:14,86,42.4,No,2,127,1,Agent 35,No,184.0,303.75,Cust6843,Product Feedback,Speaker,9972.6,11/13/2023 20:35:31,Yes
2524,11/21/2023,17:37:40,120,7.87,No,3,224,1,Agent 13,No,144.93,354.43,Cust4584,Billing Inquiry,Smartwatch,112.07,,No
2525,10/19/2023,03:35:36,62,22.11,Yes,4,24,1,Agent 17,No,123.9,332.1,Cust1527,Shipping Status,Speaker,9204.8,,No
2526,11/3/2023,15:30:03,96,58.03,Yes,3,100,5,Agent 37,No,15.63,364.11,Cust9585,Promotions & Offers,Camera,7314.69,11/05/2023 15:24:03,Yes
2527,11/1/2023,14:12:15,72,46.11,No,2,158,4,Agent 2,Yes,147.86,338.09,Cust2894,Return & Refund,Smartphone,8409.72,,No
2528,11/24/2023,05:25:22,120,32.09,No,4,143,2,Agent 6,No,170.16,182.69,Cust6602,Return & Refund,Camera,8383.47,,No
2529,11/13/2023,21:28:20,98,35.26,No,2,179,1,Agent 45,Yes,19.72,345.3,Cust4031,Product Feedback,Charger,8541.1,11/15/2023 21:22:20,Yes
2530,11/23/2023,19:56:29,109,17.9,Yes,3,16,1,Agent 6,Yes,131.84,486.71,Cust2911,Technical Support,Tablet,950.94,,No
2531,11/5/2023,19:14:51,56,55.95,Yes,1,145,5,Agent 30,No,12.93,111.36,Cust5891,Data Security,Router,8026.5,,No
2532,11/10/2023,18:29:51,81,1.2,No,3,217,4,Agent 46,No,68.91,334.72,Cust7831,Billing Inquiry,Headphones,2086.86,,No
2533,11/19/2023,19:41:06,41,11.88,Yes,2,11,2,Agent 6,No,199.78,54.25,Cust4660,Data Security,Printer,9134.66,,No
2534,10/18/2023,04:11:19,17,25.21,Yes,5,191,4,Agent 18,No,15.12,271.17,Cust4426,Product Feedback,Laptop,6165.25,,No
2535,11/22/2023,15:35:51,47,8.0,Yes,3,124,5,Agent 13,No,45.68,463.87,Cust5511,Product Setup,Speaker,7590.71,,No
2536,11/4/2023,17:19:01,67,55.17,Yes,5,182,4,Agent 25,Yes,50.61,443.5,Cust948,Data Security,Smartwatch,4855.95,,No
2537,11/24/2023,02:10:07,115,58.59,Yes,3,185,3,Agent 44,Yes,46.79,114.41,Cust1733,Data Security,Smartphone,6872.95,,No
2538,10/17/2023,02:02:39,89,27.67,Yes,4,227,1,Agent 22,Yes,114.73,33.16,Cust1387,Return & Refund,Smartwatch,2321.27,,No
2539,10/20/2023,11:07:08,39,31.62,No,1,169,4,Agent 1,Yes,78.18,480.29,Cust3432,Data Security,Smartphone,6065.24,10/20/2023 12:36:37,Yes
2540,10/19/2023,16:47:41,87,8.35,No,5,233,5,Agent 39,Yes,189.91,207.02,Cust5574,Warranty Claim,Speaker,9636.62,,No
2541,10/18/2023,22:44:02,19,32.56,No,5,137,4,Agent 38,Yes,163.48,366.31,Cust5360,Account Management,Smartphone,7821.14,,No
2542,10/22/2023,01:11:24,57,55.93,Yes,3,64,4,Agent 3,Yes,149.93,269.05,Cust1609,Account Management,Camera,112.07,,No
2543,10/30/2023,00:18:09,44,33.92,Yes,2,202,2,Agent 32,Yes,119.71,126.83,Cust6684,Promotions & Offers,Tablet,6036.22,10/30/2023 07:20:58,Yes
2544,10/22/2023,01:34:01,7,59.54,No,4,282,1,Agent 11,Yes,66.21,75.07,Cust8196,Data Security,Camera,7002.85,,No
2545,10/22/2023,12:07:47,120,55.53,Yes,3,190,3,Agent 44,Yes,54.56,122.64,Cust7932,Data Security,Smartphone,6363.75,,No
2546,11/3/2023,16:13:04,55,5.08,Yes,4,256,1,Agent 40,Yes,183.21,10.98,Cust1594,Technical Support,Smartwatch,8232.54,11/13/2023 11:44:13,No
2547,11/10/2023,17:27:44,79,41.4,Yes,5,95,2,Agent 39,No,108.89,348.2,Cust3232,Technical Support,Smartphone,6811.76,,No
2548,10/18/2023,12:09:03,70,55.65,No,3,232,1,Agent 2,Yes,111.53,180.45,Cust3645,Return & Refund,Smartphone,3127.04,10/18/2023 14:35:09,Yes
2549,11/8/2023,15:29:00,96,42.29,Yes,5,31,5,Agent 4,Yes,22.2,431.58,Cust1218,Billing Inquiry,Smartphone,5344.63,,No
2550,11/8/2023,22:36:23,45,52.62,Yes,1,210,4,Agent 43,No,172.7,321.61,Cust5473,Product Feedback,Charger,1512.71,,No
2551,10/29/2023,12:32:03,86,47.66,No,3,157,3,Agent 14,No,141.97,236.6,Cust8930,Data Security,Smartphone,2585.54,,No
2552,10/24/2023,05:41:24,39,23.0,No,3,286,2,Agent 30,No,177.06,260.05,Cust9810,Return & Refund,Tablet,1023.57,,No
2553,11/10/2023,23:06:07,28,47.75,Yes,3,117,5,Agent 46,No,169.6,66.0,Cust4670,Warranty Claim,Camera,4350.62,,No
2554,11/16/2023,21:38:14,47,16.94,Yes,2,72,3,Agent 47,No,33.63,91.02,Cust464,Shipping Status,Headphones,3925.78,11/20/2023 15:28:48,No
2555,10/28/2023,01:14:37,88,45.2,Yes,2,93,5,Agent 2,No,124.97,247.26,Cust8001,Warranty Claim,Tablet,2273.84,,No
2556,11/6/2023,01:33:21,23,18.14,No,4,206,3,Agent 39,No,32.79,239.89,Cust6224,Product Setup,Charger,4599.11,11/06/2023 17:43:03,Yes
2557,10/20/2023,15:49:54,16,43.07,No,1,159,4,Agent 24,No,34.74,337.52,Cust8054,Warranty Claim,Charger,3684.17,10/30/2023 23:32:51,No
2558,11/16/2023,22:10:30,80,41.72,No,1,201,3,Agent 25,No,131.43,401.87,Cust4896,Data Security,Laptop,9154.65,,No
2559,11/12/2023,04:00:46,73,6.23,Yes,4,110,2,Agent 44,Yes,64.12,39.59,Cust6295,Warranty Claim,Camera,8149.77,11/12/2023 17:42:09,Yes
2560,11/2/2023,19:29:43,99,5.59,No,2,116,4,Agent 31,No,105.38,367.53,Cust4449,Promotions & Offers,Tablet,8333.26,11/03/2023 05:27:47,Yes
2561,11/9/2023,20:57:44,120,39.78,No,3,194,2,Agent 23,Yes,122.71,272.45,Cust2414,Product Feedback,Smartphone,9338.15,,No
2562,11/23/2023,20:07:16,73,42.13,Yes,5,102,2,Agent 39,No,99.07,359.06,Cust2342,Technical Support,Smartphone,6627.66,11/28/2023 10:47:34,No
2563,11/8/2023,03:26:42,69,2.29,Yes,4,114,2,Agent 44,Yes,60.64,36.63,Cust7607,Warranty Claim,Camera,8111.74,11/10/2023 07:24:45,No
2564,11/2/2023,18:20:54,102,27.97,Yes,3,40,1,Agent 45,No,162.18,257.62,Cust79,Product Feedback,Camera,4411.92,,No
2565,11/3/2023,18:49:17,24,54.63,Yes,2,127,2,Agent 5,No,43.8,247.48,Cust8403,Technical Support,Router,4500.73,11/06/2023 04:14:57,No
2566,10/23/2023,23:22:06,115,26.5,No,4,197,5,Agent 49,No,56.5,22.26,Cust7947,Product Feedback,Headphones,706.64,10/24/2023 04:10:52,Yes
2567,11/22/2023,00:55:12,21,37.03,No,3,235,3,Agent 3,No,93.71,138.02,Cust7461,Shipping Status,Laptop,8293.57,11/28/2023 23:26:14,No
2568,11/7/2023,16:54:59,28,16.28,No,1,40,5,Agent 42,Yes,116.22,341.16,Cust7414,Product Feedback,Printer,9972.6,,No
2569,11/1/2023,11:30:48,40,58.45,No,5,285,3,Agent 46,Yes,88.34,10.98,Cust8335,Product Setup,Speaker,3044.82,11/11/2023 01:12:53,No
2570,11/23/2023,02:07:10,52,49.4,No,3,197,3,Agent 13,Yes,169.53,62.32,Cust1095,Return & Refund,Camera,1479.42,11/25/2023 22:01:57,No
2571,11/7/2023,16:58:22,120,3.19,No,4,263,1,Agent 39,Yes,17.24,41.53,Cust4916,Technical Support,Headphones,2540.02,,No
2572,10/22/2023,13:09:43,20,19.97,No,1,242,4,Agent 16,No,121.37,184.26,Cust5378,Promotions & Offers,Tablet,8462.94,10/22/2023 18:47:54,Yes
2573,11/13/2023,09:24:11,70,6.8,Yes,4,119,2,Agent 44,Yes,67.78,52.0,Cust4908,Warranty Claim,Camera,7424.86,,No
2574,11/24/2023,07:34:31,75,51.15,No,2,21,5,Agent 40,Yes,102.88,487.47,Cust3307,Product Setup,Smartwatch,3749.53,12/06/2023 05:50:32,No
2575,11/18/2023,17:15:05,16,12.74,No,2,83,4,Agent 17,No,168.56,309.86,Cust8563,Technical Support,Smartphone,5268.55,,No
